STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,LABELS,Labels,TIME_PERIOD,Time period,OBS_VALUE,Observation value,NOTE_QUARTERS_2,Note quarter 2,NOTE_QUARTERS_1,Note quarter 1,NOTE_LABELS_2,Note Labels 2,NOTE_LABELS_1,Note Labels 1,OBS_STATUS,Observation status,DECIMALS,Decimals
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2001-Q1,,3581.178,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2001-Q2,,4106.366,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2001-Q3,,3945.395,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2001-Q4,,4069.628,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2002-Q1,,3606.546,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2002-Q2,,3653.622,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2002-Q3,,3809.474,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2002-Q4,,4142.197,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2003-Q1,,3846.85,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2003-Q2,,3904.872,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2003-Q3,,3555.588,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2003-Q4,,3908.282,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2004-Q1,,4008.549,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2004-Q2,,4303.516,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2004-Q3,,3841.876,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2004-Q4,,4294.422,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2005-Q1,,3927.526,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2005-Q2,,4343.828,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2005-Q3,,3868.274,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2005-Q4,,4812.714,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2006-Q1,,4519.292,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2006-Q2,,4542.651,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2006-Q3,,4025.1,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2006-Q4,,4660.512,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2007-Q1,,4380.75,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2007-Q2,,4515,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2007-Q3,,4181.691,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2007-Q4,,4481.532,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2008-Q1,,4377.001,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2008-Q2,,4692.131,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2008-Q3,,4969.367,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2008-Q4,,4732.666,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2009-Q1,,3644.167,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2009-Q2,,3729.142,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2009-Q3,,3569.847,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2009-Q4,,3947.268,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2010-Q1,,4039.026,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2010-Q2,,4864.549,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2010-Q3,,4136.373,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2010-Q4,,4502.337,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2011-Q1,,4750.436,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2011-Q2,,4720.099,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2011-Q3,,4968.519,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2011-Q4,,5124.734,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2012-Q1,,4801.12,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2012-Q2,,4733.912,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2012-Q3,,4764.349,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2012-Q4,,4726.429,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2013-Q1,,4694.927,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2013-Q2,,4811.785,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2013-Q3,,4929.399,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2013-Q4,,4626.86,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2014-Q1,,5057.204,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2014-Q2,,4494.529,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2014-Q3,,4699.432,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2014-Q4,,5104.562,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2015-Q1,,5158.226,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2015-Q2,,4888.816,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2015-Q3,,4921.828,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2015-Q4,,5337.25,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2016-Q1,,4831.08,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2016-Q2,,5078.95,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2016-Q3,,4727.254,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2016-Q4,,5184.501,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2017-Q1,,5512.364,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2017-Q2,,5387.004,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2017-Q3,,4837.948,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2017-Q4,,5196.297,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2018-Q1,,5156.221,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2018-Q2,,5080.911,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2018-Q3,,4928.479,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2018-Q4,,5404.89,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2019-Q1,,5164.281,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2019-Q2,,5172.223,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2019-Q3,,5095.263,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2019-Q4,,5445.8,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2020-Q1,,4803.84,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2020-Q2,,4080.764,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2020-Q3,,5068.27,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2020-Q4,,5140.149,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2021-Q1,,5040.022,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2021-Q2,,5836.361,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2021-Q3,,5146.968,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2021-Q4,,5899.737,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2022-Q1,,5434.816,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2022-Q2,,5258.066,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2022-Q3,,5090.939,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2022-Q4,,5295.465,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2023-Q1,,5352.859,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2023-Q2,,5030.798,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2023-Q3,,5032.367,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2023-Q4,,5193.506,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2024-Q1,,5054.116,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2024-Q2,,4975.471,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2024-Q3,,4950.319,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2024-Q4,,5331.831,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r24,Imports of goods (incld imports of gold - cif/fob) (TRP71),2025-Q1,,5074.864,,,,,,,,,,p,Provisional,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r23,Imports of goods and services (P7),1995-Q1,,5520.53,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r23,Imports of goods and services (P7),1995-Q2,,5502.979,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r23,Imports of goods and services (P7),1995-Q3,,5323.345,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r23,Imports of goods and services (P7),1995-Q4,,5591.764,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r23,Imports of goods and services (P7),1996-Q1,,5938.233,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r23,Imports of goods and services (P7),1996-Q2,,6111.08,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r23,Imports of goods and services (P7),1996-Q3,,5535.863,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r23,Imports of goods and services (P7),1996-Q4,,6067.489,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r23,Imports of goods and services (P7),1997-Q1,,6280.92,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r23,Imports of goods and services (P7),1997-Q2,,6724.518,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r23,Imports of goods and services (P7),1997-Q3,,6853.121,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r23,Imports of goods and services (P7),1997-Q4,,7583.56,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r23,Imports of goods and services (P7),1998-Q1,,7734.827,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r23,Imports of goods and services (P7),1998-Q2,,7938.498,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r23,Imports of goods and services (P7),1998-Q3,,8084.853,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r23,Imports of goods and services (P7),1998-Q4,,8455.829,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r23,Imports of goods and services (P7),1999-Q1,,8452.004,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r23,Imports of goods and services (P7),1999-Q2,,9103.045,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r23,Imports of goods and services (P7),1999-Q3,,8968.271,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r23,Imports of goods and services (P7),1999-Q4,,9931.51,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r23,Imports of goods and services (P7),2000-Q1,,10164.433,,,,,,,,,,,,1,One
DATAFLOW,LU1:DF_E2501(1.0),Main Aggregates: three approaches(chain-linked volumes; 2015),I,Q,Quarterly,r23,Imports of goods and services (P7),2000-Q2,,10507.802,,,,,,,,,,,,1,One
